"Table 2.  Number of public high school graduates, by race/ethnicity, gender, and state:  School years 1992–93 through 2008–09",,,,,,,,,,,,,,,,,,,,,,,
,2008–09,," 3,039,015 ",," 32,213 "," 13,928 "," 15,092 ",," 163,575 "," 54,104 "," 52,566 ",," 481,698 "," 159,302 "," 169,604 ",," 451,384 "," 194,896 "," 229,120 ",," 1,883,382 "," 865,622 "," 865,399 "
,,,,,,,,,,,,,,,,,,,,,,,
Alabama,1992–93,," 38,680 ",, 416 , — , — ,, 203 , — , — ,, 88 , — , — ,," 12,028 ", — , — ,," 25,945 ", — , — 
,1993–94,," 36,007 ",, 383 , — , — ,, 216 , — , — ,, 85 , — , — ,," 10,599 ", — , — ,," 24,724 ", — , — 
,1994–95,," 34,447 ",, 347 , — , — ,, 241 , — , — ,, 86 , — , — ,," 10,394 ", — , — ,," 23,379 ", — , — 
,1995–96,," 36,268 ",, 433 , — , — ,, 251 , — , — ,, 131 , — , — ,," 10,637 ", — , — ,," 24,816 ", — , — 
,1996–97,," 35,043 ",, 446 , — , — ,, 235 , — , — ,, 103 , — , — ,," 10,424 ", — , — ,," 23,835 ", — , — 
,1997–98,," 35,611 ",, 462 , — , — ,, 254 , — , — ,, 118 , — , — ,," 10,670 ", — , — ,," 24,107 ", — , — 
,1998–99,," 38,089 ",, 492 , 254 , 238 ,, 341 , 141 , 200 ,, 155 , 86 , 69 ,," 11,590 "," 4,853 "," 6,737 ",," 25,511 "," 12,427 "," 13,084 "
,1999–2000,," 36,244 ",, 663 , 319 , 344 ,, 241 , 121 , 120 ,, 163 , 75 , 88 ,," 11,496 "," 5,008 "," 6,488 ",," 23,681 "," 11,516 "," 12,165 "
,2000–01,," 37,819 ",, 465 , 210 , 255 ,, 363 , 155 , 208 ,, 223 , 105 , 118 ,," 12,562 "," 5,566 "," 6,996 ",," 24,185 "," 11,793 "," 12,392 "
,2001–02,," 37,082 ",, 437 , 212 , 225 ,, 348 , 175 , 173 ,, 238 , 110 , 128 ,," 11,986 "," 5,172 "," 6,814 ",," 24,073 "," 11,738 "," 12,335 "
,2002–03,," 35,887 ",, 459 , 209 , 250 ,, 347 , 162 , 185 ,, 245 , 114 , 131 ,," 11,374 "," 5,031 "," 6,343 ",," 23,462 "," 11,518 "," 11,944 "
,2003–04,," 36,741 ",, 417 , 220 , 197 ,, 384 , 184 , 200 ,, 313 , 153 , 160 ,," 11,500 "," 5,183 "," 6,317 ",," 24,127 "," 12,101 "," 12,026 "
,2004–05,," 36,464 ",, 339 , — , — ,, 368 , — , — ,, 325 , — , — ,," 11,483 ", — , — ,," 23,949 ", — , — 
,2005–06,," 37,918 ",, 343 , 158 , 185 ,, 391 , 193 , 198 ,, 478 , 229 , 249 ,," 12,026 "," 5,416 "," 6,610 ",," 24,680 "," 12,155 "," 12,525 "
,2006–07,," 38,912 ",, 342 , 176 , 166 ,, 411 , 202 , 209 ,, 580 , 291 , 289 ,," 12,546 "," 5,586 "," 6,960 ",," 25,004 "," 12,439 "," 12,565 "
,2007–08,," 41,346 ",, 437 , 206 , 231 ,, 474 , 241 , 233 ,, 684 , 300 , 384 ,," 13,343 "," 5,940 "," 7,403 ",," 26,375 "," 13,095 "," 13,280 "
,2008–09,," 42,082 ",, 461 , 222 , 239 ,, 509 , 251 , 258 ,, 799 , 398 , 401 ,," 13,884 "," 6,221 "," 7,663 ",," 26,380 "," 13,115 "," 13,265 "
,,,,,,,,,,,,,,,,,,,,,,,
Alaska,1992–93,," 5,535 ",," 1,036 ", — , — ,, 237 , — , — ,, 124 , — , — ,, 196 , — , — ,," 3,942 ", — , — 
,1993–94,," 5,535 ",," 1,017 ", — , — ,, 274 , — , — ,, 119 , — , — ,, 204 , — , — ,," 3,921 ", — , — 
See notes at end of table.,,,,,,,,,,,,,,,,,,,,,,,
"Table 2.  Number of public high school graduates, by race/ethnicity, gender, and state:  School years 1992–93 through 2008–09—Continued",,,,,,,,,,,,,,,,,,,,,,,
,,,Number of graduates,,,,,,,,,,,,,,,,,,,,
,School,,Total1,,American Indian/Alaska Native,,,,Asian/Pacific Islander,,,,Hispanic,,,,Black,,,,White,,
State,year,,,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female
Alaska—Continued,1994–95,," 5,747 ",," 1,084 ", — , — ,, 285 , — , — ,, 145 , — , — ,, 233 , — , — ,," 4,000 ", — , — 
,1995–96,," 5,765 ",," 1,110 ", — , — ,, 248 , — , — ,, 123 , — , — ,, 230 , — , — ,," 4,054 ", — , — 
,1996–97,," 5,945 ",," 1,077 ", — , — ,, 289 , — , — ,, 148 , — , — ,, 225 , — , — ,," 4,206 ", — , — 
,1997–98,," 6,133 ",," 1,151 ", — , — ,, 328 , — , — ,, 145 , — , — ,, 255 , — , — ,," 4,254 ", — , — 
,1998–99,," 6,462 ",," 1,132 ", 573 , 559 ,, 307 , 148 , 159 ,, 154 , 69 , 85 ,, 259 , 124 , 135 ,," 4,610 "," 2,328 "," 2,282 "
,1999–2000,," 6,810 ",," 1,210 ", 579 , 631 ,, 365 , 186 , 179 ,, 184 , 89 , 95 ,, 282 , 137 , 145 ,," 4,769 "," 2,369 "," 2,400 "
,2000–01,," 6,615 ",," 1,257 ", 597 , 660 ,, 347 , 174 , 173 ,, 190 , 81 , 109 ,, 245 , 110 , 135 ,," 4,576 "," 2,342 "," 2,234 "
,2001–02,," 6,812 ",," 1,286 ", 601 , 685 ,, 429 , 206 , 223 ,, 173 , 86 , 87 ,, 246 , 110 , 136 ,," 4,678 "," 2,287 "," 2,391 "
,2002–03,," 6,945 ",," 1,340 ", 648 , 692 ,, 422 , 197 , 225 ,, 197 , 86 , 111 ,, 252 , 113 , 139 ,," 4,734 "," 2,398 "," 2,336 "
,2003–04,," 7,297 ",," 1,343 ", 667 , 676 ,, 468 , 224 , 244 ,, 194 , 101 , 93 ,, 268 , 130 , 138 ,," 5,024 "," 2,553 "," 2,471 "
,2004–05,," 7,236 ",," 1,325 ", 625 , 700 ,, 461 , 232 , 229 ,, 198 , 8 , 190 ,, 280 , 146 , 134 ,," 4,972 "," 2,455 "," 2,517 "
,2005–06,," 7,361 ",," 1,442 ", 660 , 782 ,, 528 , 254 , 274 ,, 246 , 114 , 132 ,, 302 , 144 , 158 ,," 4,843 "," 2,489 "," 2,354 "
,2006–07,," 7,666 ",," 1,693 ", 801 , 892 ,, 520 , 252 , 268 ,, 250 , 125 , 125 ,, 282 , 125 , 157 ,," 4,921 "," 2,415 "," 2,506 "
,2007–08,," 7,855 ",," 1,523 ", 722 , 801 ,, 575 , 283 , 292 ,, 389 , 200 , 189 ,, 262 , 126 , 136 ,," 4,742 "," 2,339 "," 2,403 "
,2008–09,," 8,008 ",," 1,508 ", 713 , 795 ,, 588 , 299 , 289 ,, 364 , 177 , 187 ,, 283 , 133 , 150 ,," 4,874 "," 2,463 "," 2,411 "
,,,,,,,,,,,,,,,,,,,,,,,
Arizona,1992–93,," 31,264 ",," 1,987 ", — , — ,, 674 , — , — ,," 6,524 ", — , — ,," 1,125 ", — , — ,," 20,954 ", — , — 
,1993–94,," 31,747 ",," 2,061 ", — , — ,, 725 , — , — ,," 7,035 ", — , — ,," 1,125 ", — , — ,," 20,801 ", — , — 
,1994–95,," 31,799 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
,1995–96,," 30,989 ",," 1,944 ", — , — ,, 769 , — , — ,," 7,047 ", — , — ,," 1,135 ", — , — ,," 20,094 ", — , — 
,1996–97,," 30,008 ",," 1,734 ", — , — ,, 760 , — , — ,," 6,852 ", — , — ,," 1,046 ", — , — ,," 19,616 ", — , — 
,1997–98,," 34,082 ",," 2,139 ", — , — ,, 835 , — , — ,," 7,873 ", — , — ,," 1,255 ", — , — ,," 21,980 ", — , — 
,1998–99,," 36,361 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
,1999–2000,," 35,728 ",," 2,346 ", — , — ,, 864 , — , — ,," 8,920 ", — , — ,," 1,473 ", — , — ,," 22,125 ", — , — 
,2000–01,," 38,304 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
,2001–02,," 46,733 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
,2002–03,," 47,175 ",," 2,762 "," 1,322 "," 1,440 ",," 1,286 ", 646 , 640 ,," 12,479 "," 5,966 "," 6,513 ",," 2,008 ", 988 ," 1,020 ",," 28,640 "," 14,236 "," 14,404 "
,2003–04,," 49,986 ",," 2,693 "," 1,223 "," 1,470 ",," 1,392 ", 702 , 690 ,," 13,622 "," 6,428 "," 7,194 ",," 2,240 "," 1,105 "," 1,135 ",," 30,039 "," 15,235 "," 14,804 "
,2004–05,," 45,508 ",," 2,571 "," 1,227 "," 1,344 ",," 1,174 ", 590 , 584 ,," 13,874 "," 6,637 "," 7,237 ",," 2,204 "," 1,124 "," 1,080 ",," 25,685 "," 12,878 "," 12,807 "
,2005–06,," 54,091 ",," 2,779 "," 1,338 "," 1,441 ",," 1,689 ", 841 , 848 ,," 16,369 "," 7,603 "," 8,766 ",," 2,703 "," 1,292 "," 1,411 ",," 30,551 "," 15,054 "," 15,497 "
,2006–07,," 55,954 ",," 3,154 "," 1,459 "," 1,695 ",," 1,699 ", 830 , 869 ,," 17,593 "," 8,287 "," 9,306 ",," 2,930 "," 1,389 "," 1,541 ",," 30,578 "," 15,040 "," 15,538 "
,2007–08,," 61,667 ",," 3,625 "," 1,730 "," 1,895 ",," 1,878 ", 939 , 939 ,," 20,276 "," 9,676 "," 10,600 ",," 3,398 "," 1,694 "," 1,704 ",," 32,490 "," 16,085 "," 16,405 "
,2008–09,," 62,374 ",," 3,346 "," 1,613 "," 1,733 ",," 2,007 "," 1,008 ", 999 ,," 21,607 "," 10,268 "," 11,339 ",," 3,519 "," 1,781 "," 1,738 ",," 31,895 "," 15,826 "," 16,069 "
,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,1992–93,," 25,845 ",, 57 , — , — ,, 180 , — , — ,, 121 , — , — ,," 5,483 ", — , — ,," 20,004 ", — , — 
,1993–94,," 25,655 ",, 73 , — , — ,, 229 , — , — ,, 149 , — , — ,," 5,695 ", — , — ,," 19,509 ", — , — 
,1994–95,," 24,990 ",, 90 , — , — ,, 248 , — , — ,, 167 , — , — ,," 5,299 ", — , — ,," 19,186 ", — , — 
,1995–96,," 24,636 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
See notes at end of table.,,,,,,,,,,,,,,,,,,,,,,,
"Table 2.  Number of public high school graduates, by race/ethnicity, gender, and state:  School years 1992–93 through 2008–09—Continued",,,,,,,,,,,,,,,,,,,,,,,
,,,Number of graduates,,,,,,,,,,,,,,,,,,,,
,School,,Total1,,American Indian/Alaska Native,,,,Asian/Pacific Islander,,,,Hispanic,,,,Black,,,,White,,
State,year,,,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female
Arkansas—Continued,1996–97,," 25,094 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
,1997–98,," 25,146 ",, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — ,, — , — , — 
,1998–99,," 26,855 ",, 92 , 44 , 48 ,, 270 , 110 , 160 ,, 333 , 171 , 162 ,," 5,962 "," 2,787 "," 3,175 ",," 20,198 "," 10,145 "," 10,053 "
,1999–2000,," 26,896 ",, 92 , 53 , 39 ,, 288 , 133 , 155 ,, 390 , 195 , 195 ,," 5,854 "," 2,625 "," 3,229 ",," 20,272 "," 10,056 "," 10,216 "
,2000–01,," 27,335 ",, 123 , 60 , 63 ,, 315 , 134 , 181 ,, 508 , 259 , 249 ,," 5,782 "," 2,704 "," 3,078 ",," 20,607 "," 10,201 "," 10,406 "
,2001–02,," 27,100 ",, 119 , 62 , 57 ,, 302 , 151 , 151 ,, 528 , 274 , 254 ,," 5,697 "," 2,651 "," 3,046 ",," 20,454 "," 10,300 "," 10,154 "
,2002–03,," 26,984 ",, 118 , 59 , 59 ,, 323 , 154 , 169 ,, 626 , 307 , 319 ,," 5,779 "," 2,632 "," 3,147 ",," 20,138 "," 10,020 "," 10,118 "
,2003–04,," 27,555 ",, 129 , 66 , 63 ,, 332 , 144 , 188 ,, 788 , 408 , 380 ,," 5,747 "," 2,647 "," 3,100 ",," 20,559 "," 10,371 "," 10,188 "
,2004–05,," 27,181 ",, 154 , 73 , 81 ,, 360 , 150 , 210 ,, 795 , 394 , 401 ,," 5,596 "," 2,639 "," 2,957 ",," 20,276 "," 10,254 "," 10,022 "
,2005–06,," 28,790 ",, 172 , 84 , 88 ,, 467 , 238 , 229 ,," 1,183 ", 556 , 627 ,," 5,951 "," 2,779 "," 3,172 ",," 21,017 "," 10,429 "," 10,588 "
,2006–07,," 27,166 ",, 154 , 83 , 71 ,, 449 , 214 , 235 ,," 1,121 ", 531 , 590 ,," 5,534 "," 2,587 "," 2,947 ",," 19,449 "," 9,674 "," 9,775 "
,2007–08,," 28,725 ",, 185 , 84 , 101 ,, 513 , 251 , 262 ,," 1,421 ", 691 , 730 ,," 6,132 "," 2,790 "," 3,342 ",," 20,474 "," 10,076 "," 10,398 "
,2008–09,," 28,057 ",, 205 , 104 , 101 ,, 442 , 222 , 220 ,," 1,599 ", 807 , 792 ,," 5,939 "," 2,779 "," 3,160 ",," 19,872 "," 10,180 "," 9,692 "
,,,,,,,,,,,,,,,,,,,,,,,
California,1992–93,," 244,594 ",," 2,112 ", — , — ,," 34,921 ", — , — ,," 66,199 ", — , — ,," 17,656 ", — , — ,," 123,706 ", — , — 
,1993–94,," 249,320 ",," 2,138 ", — , — ,," 36,644 ", — , — ,," 71,466 ", — , — ,," 18,219 ", — , — ,," 120,853 ", — , — 
,1994–95,," 253,083 ",," 2,119 ", — , — ,," 38,379 ", — , — ,," 75,026 ", — , — ,," 18,979 ", — , — ,," 118,580 ", — , — 
,1995–96,," 255,200 ",," 2,262 ", — , — ,," 37,029 ", — , — ,," 76,557 ", — , — ,," 18,864 ", — , — ,," 120,488 ", — , — 
,1996–97,," 259,071 ",," 2,290 ", — , — ,," 37,434 ", — , — ,," 78,619 ", — , — ,," 19,436 ", — , — ,," 121,292 ", — , — 
,1997–98,," 269,071 ",," 2,364 ", — , — ,," 39,454 ", — , — ,," 82,015 ", — , — ,," 20,742 ", — , — ,," 124,496 ", — , — 
,1998–99,," 282,897 ",," 2,513 ", — , — ,," 42,711 ", — , — ,," 87,742 ", — , — ,," 21,165 ", — , — ,," 128,405 ", — , — 
,1999–2000,," 299,221 ",," 2,665 ", — , — ,," 44,031 ", — , — ,," 95,438 ", — , — ,," 22,065 ", — , — ,," 134,229 ", — , — 
,2000–01,," 309,866 ",," 2,655 ", — , — ,," 45,499 ", — , — ,," 100,637 ", — , — ,," 22,536 ", — , — ,," 137,578 ", — , — 
,2001–02,," 315,189 ",," 2,734 ", — , — ,," 46,958 ", — , — ,," 103,795 ", — , — ,," 22,474 ", — , — ,," 139,228 ", — , — 
,2002–03,," 325,895 ",," 3,036 "," 1,432 "," 1,604 ",," 48,206 "," 23,957 "," 24,249 ",," 109,038 "," 51,070 "," 57,968 ",," 23,451 "," 10,663 "," 12,788 ",," 140,421 "," 68,965 "," 71,456 "
,2003–04,," 341,097 ",," 3,120 "," 1,509 "," 1,611 ",," 48,728 "," 24,288 "," 24,440 ",," 116,724 "," 54,413 "," 62,311 ",," 24,855 "," 11,473 "," 13,382 ",," 144,664 "," 71,162 "," 73,502 "
,2004–05,," 343,480 ",," 3,040 "," 1,381 "," 1,659 ",," 48,770 "," 24,375 "," 24,395 ",," 121,418 "," 56,956 "," 64,462 ",," 25,267 "," 11,564 "," 13,703 ",," 141,574 "," 69,833 "," 71,741 "
,2005–06,," 343,515 ",," 2,833 "," 1,303 "," 1,530 ",," 52,334 "," 26,183 "," 26,151 ",," 124,409 "," 58,376 "," 66,033 ",," 25,355 "," 11,614 "," 13,741 ",," 138,584 "," 68,515 "," 70,069 "
,2006–07,," 356,641 ",," 2,866 "," 1,352 "," 1,514 ",," 52,252 "," 26,292 "," 25,960 ",," 128,462 "," 59,996 "," 68,466 ",," 25,737 "," 11,831 "," 13,906 ",," 138,595 "," 68,413 "," 70,182 "
,2007–08,," 374,561 ",," 3,071 "," 1,398 "," 1,673 ",," 54,019 "," 27,053 "," 26,966 ",," 142,491 "," 66,509 "," 75,982 ",," 25,911 "," 11,952 "," 13,959 ",," 141,011 "," 69,835 "," 71,176 "
,2008–09,," 372,310 ",," 2,890 ", — , — ,," 54,701 ", — , — ,," 147,717 ", — , — ,," 25,420 ", — , — ,," 134,816 ", — , — 
,,,,,,,,,,,,,,,,,,,,,,,
Colorado,1992–93,," 31,059 ",, 222 , — , — ,, 915 , — , — ,," 4,094 ", — , — ,," 1,286 ", — , — ,," 24,542 ", — , — 
,1993–94,," 31,839 ",, 225 , — , — ,, 926 , — , — ,," 4,247 ", — , — ,," 1,356 ", — , — ,," 25,085 ", — , — 
,1994–95,," 31,867 ",, 215 , — , — ,, 988 , — , — ,," 4,186 ", — , — ,," 1,346 ", — , — ,," 25,132 ", — , — 
,1995–96,," 32,409 ",, 244 , — , — ,, 990 , — , — ,," 4,195 ", — , — ,," 1,396 ", — , — ,," 25,584 ", — , — 
,1996–97,," 32,608 ",, 237 , — , — ,, 981 , — , — ,," 4,109 ", — , — ,," 1,364 ", — , — ,," 25,917 ", — , — 
,1997–98,," 34,231 ",, 238 , — , — ,," 1,006 ", — , — ,," 4,433 ", — , — ,," 1,557 ", — , — ,," 26,997 ", — , — 
See notes at end of table.,,,,,,,,,,,,,,,,,,,,,,,
"Table 2.  Number of public high school graduates, by race/ethnicity, gender, and state:  School years 1992–93 through 2008–09—Continued",,,,,,,,,,,,,,,,,,,,,,,
,,,Number of graduates,,,,,,,,,,,,,,,,,,,,
,School,,Total1,,American Indian/Alaska Native,,,,Asian/Pacific Islander,,,,Hispanic,,,,Black,,,,White,,
State,year,,,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female,,Total2,Male,Female
Colorado—Continued,1998–99,," 35,794 ",, 272 , — , — ,," 1,081 ", — , — ,," 4,612 ", — , — ,," 1,594 ", — , — ,," 28,235 ", — , — 
,1999–2000,," 36,958 ",, 272 , — , — ,," 1,070 ", — , — ,," 4,973 ", — , — ,," 1,609 ", — , — ,," 29,034 ", — , — 
,2000–01,," 38,924 ",, 321 , — , — ,," 1,288 ", — , — ,," 5,172 ", — , — ,," 1,693 ", — , — ,," 30,450 ", — , — 
,2001–02,," 39,241 ",, 305 , — , — ,," 1,250 ", — , — ,," 5,321 ", — , — ,," 1,681 ", — , — ,," 30,684 ", — , — 
,2002–03,," 40,760 ",, 314 , 149 , 165 ,," 1,442 ", 675 , 767 ,," 5,700 "," 2,676 "," 3,024 ",," 1,798 ", 816 , 982 ,," 31,506 "," 15,578 "," 15,928 "
,2003–04,," 42,379 ",, 368 , 195 , 173 ,," 1,397 ", 689 , 708 ,," 6,270 "," 2,986 "," 3,284 ",," 1,849 ", 835 ," 1,014 ",," 32,495 "," 16,173 "," 16,322 "
,2004–05,," 44,777 ",, 403 , 209 , 194 ,," 1,597 ", 743 , 854 ,," 7,198 "," 3,411 "," 3,787 ",," 2,194 "," 1,048 "," 1,146 ",," 33,385 "," 16,699 "," 16,686 "
,2005–06,," 44,424 ",, 398 , 218 , 180 ,," 1,617 ", 769 , 848 ,," 7,727 "," 3,586 "," 4,141 ",," 2,129 ", 988 ," 1,141 ",," 32,553 "," 15,957 "," 16,596 "
,2006–07,," 45,628 ",, 445 , 199 , 246 ,," 1,635 ", 815 , 820 ,," 8,100 "," 3,828 "," 4,272 ",," 2,417 "," 1,065 "," 1,352 ",," 33,031 "," 16,292 "," 16,739 "
,2007–08,," 46,082 ",, 438 , 191 , 247 ,," 1,617 ", 804 , 813 ,," 8,454 "," 3,981 "," 4,473 ",," 2,498 "," 1,179 "," 1,319 ",," 33,075 "," 16,440 "," 16,635 "
,2008–09,," 47,459 ",, 466 , 228 , 238 ,," 1,738 ", 841 , 897 ,," 9,364 "," 4,386 "," 4,978 ",," 2,619 "," 1,280 "," 1,339 ",," 33,272 "," 16,492 "," 16,780 "
,,,,,,,,,,,,,,,,,,,,,,,
Connecticut,1992–93,," 27,079 ",, 51 , — , — ,, 719 , — , — ,," 1,758 ", — , — ,," 2,727 ", — , — ,," 21,826 ", — , — 
,1993–94,," 26,799 ",, 45 , — , — ,, 687 , — , — ,," 1,755 ", — , — ,," 2,860 ", — , — ,," 21,452 ", — , — 
,1994–95,," 26,330 ",, 56 , — , — ,, 754 , — , — ,," 1,913 ", — , — ,," 2,941 ", — , — ,," 20,666 ", — , — 
,1995–96,," 26,445 ",, 59 , — , — ,, 707 , — , — ,," 1,940 ", — , — ,," 2,774 ", — , — ,," 20,965 ", — , — 
,1996–97,," 26,319 ",, 59 , — , — ,, 725 , — , — ,," 1,936 ", — , — ,," 2,854 ", — , — ,," 20,745 ", — , — 
,1997–98,," 27,029 ",, 66 , — , — ,, 807 , — , — ,," 2,132 ", — , — ,," 3,092 ", — , — ,," 20,932 ", — , — 
,1998–99,," 27,885 ",, 63 , 34 , 29 ,, 795 , 422 , 373 ,," 2,266 "," 1,084 "," 1,182 ",," 3,154 "," 1,403 "," 1,751 ",," 21,607 "," 10,717 "," 10,890 "
,1999–2000,," 28,284 ",, 67 , 33 , 34 ,, 790 , 387 , 403 ,," 2,262 "," 1,097 "," 1,165 ",," 2,920 "," 1,357 "," 1,563 ",," 22,245 "," 11,202 "," 11,043 "
,2000–01,," 31,562 ",, 84 , 38 , 46 ,, 920 , 468 , 452 ,," 2,739 "," 1,274 "," 1,465 ",," 3,511 "," 1,581 "," 1,930 ",," 24,308 "," 12,106 "," 12,202 "
,2001–02,," 30,388 ",, 66 , 36 , 30 ,, 961 , 521 , 440 ,," 2,563 "," 1,220 "," 1,343 ",," 3,369 "," 1,602 "," 1,767 ",," 23,429 "," 11,742 "," 11,687 "
,2002–03,," 32,327 ",, 74 , 40 , 34 ,," 1,029 ", 489 , 540 ,," 2,886 "," 1,351 "," 1,535 ",," 3,617 "," 1,681 "," 1,936 ",," 24,721 "," 12,313 "," 12,408 "
,2003–04,," 33,667 ",, 87 , 40 , 47 ,," 1,070 ", 531 , 539 ,," 3,250 "," 1,560 "," 1,690 ",," 3,952 "," 1,815 "," 2,137 ",," 25,308 "," 12,661 "," 12,647 "
,2004–05,," 34,573 ",, 102 , 44 , 58 ,," 1,126 ", 561 , 565 ,," 3,319 "," 1,552 "," 1,767 ",," 3,896 "," 1,797 "," 2,099 ",," 26,130 "," 13,175 "," 12,955 "
,2005–06,," 36,222 ",, 117 , 62 , 55 ,," 1,251 ", 626 , 625 ,," 3,623 "," 1,749 "," 1,874 ",," 4,184 "," 1,945 "," 2,239 ",," 27,047 "," 13,437 "," 13,610 "
,2006–07,," 37,541 ",, 102 , 51 , 51 ,," 1,227 ", 605 , 622 ,," 4,139 "," 2,020 "," 2,119 ",," 4,689 "," 2,133 "," 2,556 ",," 27,384 "," 13,746 "," 13,638 "
,2007–08,," 38,419 ",, 104 , 54 , 50 ,," 1,307 ", 660 , 647 ,," 4,451 "," 2,092 "," 2,359 ",," 4,775 "," 2,293 "," 2,482 ",," 27,782 "," 14,036 "," 13,746 "
,2008–09,," 34,968 ",, 77 , 40 , 37 ,," 1,248 ", 654 , 594 ,," 3,861 "," 1,870 "," 1,991 ",," 4,221 "," 2,010 "," 2,211 ",," 25,561 "," 12,697 "," 12,864 "
,,,,,,,,,,,,,,,,,,,,,,,
Delaware,1992–93,," 5,325 ",, 7 , — , — ,, 125 , — , — ,, 103 , — , — ,," 1,152 ", — , — ,," 3,938 ", — , — 
,1993–94,," 5,492 ",, 3 , — , — ,, 123 , — , — ,, 135 , — , — ,," 1,181 ", — , — ,," 4,050 ", — , — 
